traj #,traj frame,x,y,z,intensity,area,frame1
160,0,54.0,60.0,18.0,624543.75,181.0,54.0
161,0,69.0,53.0,34.0,624531.06,181.0,69.0
162,0,68.0,74.0,9.0,624530.3,181.0,68.0
163,0,64.0,80.0,22.0,624504.94,181.0,64.0
164,0,57.0,67.0,9.0,624474.6,181.0,57.0
165,0,56.0,61.0,7.0,624454.2,181.0,56.0
166,0,79.0,67.0,23.0,624438.44,181.0,79.0
167,0,63.0,76.0,28.0,624364.44,181.0,63.0
168,0,57.0,54.0,14.0,624349.94,181.0,57.0
169,0,48.0,62.0,19.0,624315.94,181.0,48.0
170,0,69.0,76.0,22.0,624313.44,181.0,69.0
171,0,58.0,53.0,28.0,624299.1,181.0,58.0
172,0,60.0,50.0,16.0,624282.6,181.0,60.0
173,0,68.0,57.0,24.0,624278.1,181.0,68.0
174,0,73.0,78.0,24.0,624267.56,181.0,73.0
175,0,69.0,61.0,9.0,624254.6,181.0,69.0
176,0,57.0,77.0,26.0,624251.7,181.0,57.0
177,0,57.0,69.0,32.0,624211.9,181.0,57.0
178,0,64.0,49.0,26.0,624195.44,181.0,64.0
179,0,73.0,76.0,13.0,624194.44,181.0,73.0
180,0,54.0,78.0,17.0,624147.44,181.0,54.0
181,0,76.0,71.0,18.0,624146.75,181.0,76.0
182,0,66.0,69.0,35.0,624139.8,181.0,66.0
183,0,61.0,73.0,30.0,624116.75,181.0,61.0
184,0,69.0,51.0,14.0,624095.06,181.0,69.0
185,0,57.0,79.0,20.0,624074.0,181.0,57.0
186,0,50.0,67.0,21.0,624072.06,181.0,50.0
187,0,73.0,61.0,26.0,624033.8,181.0,73.0
188,0,45.0,59.0,24.0,624033.4,181.0,45.0
189,0,51.0,72.0,22.0,624012.2,181.0,51.0
190,0,48.0,68.0,8.0,624007.56,181.0,48.0
191,0,60.0,51.0,23.0,624002.2,181.0,60.0
192,0,72.0,70.0,33.0,623993.56,181.0,72.0
193,0,51.0,63.0,28.0,623956.5,181.0,51.0
194,0,72.0,63.0,32.0,623953.4,181.0,72.0
195,0,53.0,70.0,28.0,623908.7,181.0,53.0
196,0,52.0,74.0,27.0,623881.06,181.0,52.0
197,0,52.0,56.0,20.0,623804.6,181.0,52.0
198,0,54.0,71.0,20.0,623751.2,181.0,54.0
199,0,58.0,57.0,32.0,623737.8,181.0,58.0
200,0,48.0,58.0,15.0,623694.9,181.0,48.0
201,0,55.0,60.0,30.0,623657.8,181.0,55.0
202,0,49.0,70.0,18.0,623635.94,181.0,49.0
203,0,56.0,52.0,17.0,623632.5,181.0,56.0
204,0,72.0,58.0,8.0,623617.5,181.0,72.0
205,0,67.0,79.0,20.0,623602.75,181.0,67.0
206,0,77.0,70.0,15.0,623597.25,181.0,77.0
207,0,77.0,63.0,18.0,623588.06,181.0,77.0
208,0,57.0,73.0,29.0,623569.0,181.0,57.0
209,0,56.0,64.0,31.0,623519.5,181.0,56.0
210,0,64.0,63.0,6.0,623508.6,181.0,64.0
211,0,69.0,77.0,18.0,623486.5,181.0,69.0
212,0,70.0,56.0,11.0,623478.1,181.0,70.0
213,0,61.0,64.0,25.0,623465.6,181.0,61.0
214,0,76.0,52.0,13.0,623461.6,181.0,76.0
215,0,61.0,82.0,26.0,623402.4,181.0,61.0
216,0,64.0,79.0,25.0,623394.4,181.0,64.0
217,0,78.0,61.0,13.0,623374.1,181.0,78.0
218,0,76.0,53.0,17.0,623338.2,181.0,76.0
219,0,69.0,62.0,34.0,623277.75,181.0,69.0
220,0,62.0,51.0,28.0,623197.6,181.0,62.0
221,0,65.0,46.0,15.0,623189.3,181.0,65.0
222,0,72.0,67.0,31.0,623187.75,181.0,72.0
223,0,57.0,68.0,18.0,623178.94,181.0,57.0
224,0,64.0,53.0,24.0,623177.56,181.0,64.0
225,0,76.0,55.0,21.0,623148.7,181.0,76.0
226,0,61.0,52.0,31.0,623128.25,181.0,61.0
227,0,75.0,68.0,25.0,623120.7,181.0,75.0
228,0,63.0,65.0,37.0,623093.8,181.0,63.0
229,0,55.0,74.0,11.0,623067.44,181.0,55.0
230,0,48.0,67.0,15.0,623065.94,181.0,48.0
231,0,66.0,49.0,18.0,623057.5,181.0,66.0
232,0,71.0,47.0,16.0,623005.0,181.0,71.0
233,0,76.0,62.0,35.0,622960.06,181.0,76.0
234,0,65.0,53.0,31.0,622959.2,181.0,65.0
235,0,77.0,58.0,23.0,622951.94,181.0,77.0
236,0,57.0,61.0,34.0,622913.06,181.0,57.0
237,0,73.0,71.0,29.0,622745.4,181.0,73.0
238,0,75.0,74.0,16.0,622740.56,181.0,75.0
239,0,68.0,50.0,7.0,622735.5,181.0,68.0
240,0,77.0,70.0,29.0,622730.0,181.0,77.0
241,0,67.0,63.0,27.0,622704.94,181.0,67.0
242,0,61.0,51.0,12.0,622695.2,181.0,61.0
243,0,53.0,74.0,24.0,622663.25,181.0,53.0
244,0,56.0,74.0,32.0,622614.75,181.0,56.0
245,0,64.0,48.0,30.0,622607.56,181.0,64.0
246,0,51.0,54.0,26.0,622602.5,181.0,51.0
247,0,75.0,51.0,23.0,622588.8,181.0,75.0
248,0,68.0,80.0,23.0,622541.25,181.0,68.0
249,0,79.0,65.0,20.0,622509.4,181.0,79.0
250,0,51.0,74.0,19.0,622475.94,181.0,51.0
251,0,68.0,62.0,5.0,622451.75,181.0,68.0
252,0,50.0,64.0,11.0,622435.25,181.0,50.0
253,0,50.0,63.0,14.0,622405.44,181.0,50.0
254,0,74.0,67.0,7.0,622397.56,181.0,74.0
255,0,61.0,79.0,12.0,622393.4,181.0,61.0
256,0,63.0,72.0,10.0,622387.25,181.0,63.0
257,0,52.0,74.0,14.0,622376.1,181.0,52.0
258,0,61.0,57.0,34.0,622370.8,181.0,61.0
259,0,47.0,62.0,26.0,622355.94,181.0,47.0
260,0,69.0,58.0,36.0,622333.56,181.0,69.0
261,0,76.0,55.0,26.0,622331.75,181.0,76.0
262,0,56.0,54.0,10.0,622320.1,181.0,56.0
263,0,80.0,66.0,14.0,622303.25,181.0,80.0
264,0,62.0,65.0,4.0,622296.94,181.0,62.0
265,0,81.0,60.0,16.0,622272.0,181.0,81.0
266,0,77.0,72.0,25.0,622237.9,181.0,77.0
267,0,52.0,71.0,12.0,622214.9,181.0,52.0
268,0,51.0,46.0,18.0,622184.4,181.0,51.0
269,0,64.0,52.0,9.0,622148.25,181.0,64.0
270,0,60.0,71.0,35.0,622133.6,181.0,60.0
271,0,53.0,54.0,13.0,622129.4,181.0,53.0
272,0,66.0,56.0,4.0,622106.44,181.0,66.0
273,0,69.0,73.0,5.0,622067.8,181.0,69.0
274,0,73.0,63.0,7.0,622060.3,181.0,73.0
275,0,76.0,56.0,14.0,622011.5,181.0,76.0
276,0,54.0,79.0,23.0,621986.6,181.0,54.0
277,0,75.0,52.0,30.0,621978.4,181.0,75.0
278,0,70.0,54.0,8.0,621978.3,181.0,70.0
279,0,61.0,81.0,19.0,621971.9,181.0,61.0
280,0,75.0,76.0,19.0,621933.25,181.0,75.0
281,0,54.0,59.0,5.0,621913.5,181.0,54.0
282,0,70.0,50.0,20.0,621904.0,181.0,70.0
283,0,66.0,67.0,5.0,621903.06,181.0,66.0
284,0,68.0,78.0,26.0,621836.4,181.0,68.0
285,0,71.0,53.0,27.0,621822.3,181.0,71.0
286,0,68.0,44.0,22.0,621808.2,181.0,68.0
287,0,76.0,73.0,13.0,621805.9,181.0,76.0
288,0,55.0,49.0,22.0,621796.06,181.0,55.0
289,0,58.0,44.0,23.0,621785.94,181.0,58.0
290,0,79.0,63.0,31.0,621764.75,181.0,79.0
291,0,52.0,60.0,9.0,621746.8,181.0,52.0
292,0,55.0,48.0,15.0,621744.6,181.0,55.0
293,0,52.0,52.0,23.0,621737.9,181.0,52.0
294,0,47.0,72.0,24.0,621701.06,181.0,47.0
295,0,65.0,55.0,35.0,621672.94,181.0,65.0
296,0,70.0,65.0,36.0,621666.2,181.0,70.0
297,0,84.0,63.0,13.0,621653.9,181.0,84.0
298,0,53.0,68.0,9.0,621648.7,181.0,53.0
299,0,45.0,62.0,13.0,621647.5,181.0,45.0
300,0,78.0,73.0,20.0,621626.8,181.0,78.0
301,0,56.0,74.0,7.0,621624.4,181.0,56.0
302,0,58.0,70.0,4.0,621590.94,181.0,58.0
303,0,84.0,62.0,18.0,621482.3,181.0,84.0
304,0,51.0,62.0,32.0,621449.5,181.0,51.0
305,0,63.0,60.0,37.0,621446.56,181.0,63.0
306,0,68.0,71.0,15.0,621445.06,181.0,68.0
307,0,67.0,82.0,17.0,621405.56,181.0,67.0
308,0,67.0,45.0,19.0,621393.0,181.0,67.0
309,0,75.0,61.0,11.0,621382.25,181.0,75.0
310,0,67.0,73.0,34.0,621353.9,181.0,67.0
311,0,70.0,49.0,31.0,621340.5,181.0,70.0
312,0,68.0,58.0,7.0,621294.6,181.0,68.0
313,0,64.0,59.0,7.0,621287.5,181.0,64.0
314,0,69.0,70.0,31.0,621231.75,181.0,69.0
315,0,76.0,54.0,8.0,621210.3,181.0,76.0
316,0,73.0,48.0,25.0,621209.56,181.0,73.0
317,0,48.0,56.0,18.0,621204.7,181.0,48.0
318,0,67.0,51.0,29.0,621202.1,181.0,67.0
319,0,48.0,73.0,12.0,621177.9,181.0,48.0
320,0,62.0,76.0,7.0,621159.56,181.0,62.0
321,0,69.0,49.0,24.0,621159.25,181.0,69.0
322,0,76.0,68.0,32.0,621153.56,181.0,76.0
323,0,65.0,65.0,17.0,621055.44,181.0,65.0
324,0,52.0,46.0,23.0,621026.94,181.0,52.0
325,0,63.0,58.0,12.0,621015.06,181.0,63.0
326,0,53.0,65.0,5.0,621004.94,181.0,53.0
327,0,76.0,59.0,31.0,621002.9,181.0,76.0
328,0,51.0,72.0,9.0,621002.8,181.0,51.0
329,0,78.0,58.0,28.0,620987.6,181.0,78.0
330,0,70.0,68.0,4.0,620982.1,181.0,70.0
331,0,60.0,60.0,6.0,620976.0,181.0,60.0
332,0,69.0,79.0,29.0,620941.1,181.0,69.0
333,0,77.0,75.0,31.0,620788.3,181.0,77.0
334,0,68.0,50.0,11.0,620753.44,181.0,68.0
335,0,74.0,55.0,11.0,620747.2,181.0,74.0
336,0,71.0,74.0,31.0,620727.06,181.0,71.0
337,0,65.0,71.0,7.0,620704.6,181.0,65.0
338,0,72.0,75.0,8.0,620685.4,181.0,72.0
339,0,55.0,67.0,36.0,620664.06,181.0,55.0
340,0,47.0,63.0,22.0,620661.2,181.0,47.0
341,0,60.0,47.0,20.0,620637.4,181.0,60.0
342,0,74.0,50.0,15.0,620628.44,181.0,74.0
343,0,48.0,59.0,21.0,620628.06,181.0,48.0
344,0,54.0,49.0,19.0,620599.06,181.0,54.0
345,0,71.0,73.0,35.0,620564.2,181.0,71.0
346,0,68.0,76.0,12.0,620538.44,181.0,68.0
347,0,80.0,72.0,13.0,620521.0,181.0,80.0
348,0,84.0,68.0,21.0,620515.7,181.0,84.0
349,0,50.0,70.0,26.0,620496.2,181.0,50.0
350,0,61.0,71.0,23.0,620492.44,181.0,61.0
351,0,54.0,49.0,11.0,620487.75,181.0,54.0
352,0,54.0,77.0,29.0,620460.5,181.0,54.0
353,0,66.0,78.0,10.0,620433.44,181.0,66.0
354,0,49.0,56.0,11.0,620404.3,181.0,49.0
355,0,73.0,81.0,16.0,620400.94,181.0,73.0
356,0,68.0,72.0,37.0,620331.2,181.0,68.0
357,0,71.0,49.0,28.0,620299.75,181.0,71.0
358,0,56.0,55.0,34.0,620296.6,181.0,56.0
359,0,52.0,75.0,31.0,620241.06,181.0,52.0
360,0,84.0,61.0,25.0,620231.06,181.0,84.0
361,0,84.0,71.0,19.0,620215.6,181.0,84.0
362,0,76.0,71.0,34.0,620171.5,181.0,76.0
363,0,49.0,67.0,28.0,620110.6,181.0,49.0
364,0,80.0,69.0,11.0,620109.1,181.0,80.0
365,0,53.0,81.0,20.0,620085.94,181.0,53.0
366,0,72.0,63.0,4.0,620083.94,181.0,72.0
367,0,52.0,51.0,16.0,620071.6,181.0,52.0
368,0,82.0,61.0,22.0,620069.2,181.0,82.0
369,0,58.0,84.0,19.0,620065.25,181.0,58.0
370,0,62.0,44.0,18.0,620055.8,181.0,62.0
371,0,52.0,72.0,34.0,620041.94,181.0,52.0
372,0,76.0,76.0,11.0,620022.8,181.0,76.0
373,0,76.0,51.0,27.0,620005.06,181.0,76.0
374,0,69.0,78.0,32.0,619982.3,181.0,69.0
375,0,77.0,76.0,28.0,619971.44,181.0,77.0
376,0,78.0,62.0,8.0,619970.94,181.0,78.0
377,0,50.0,52.0,19.0,619967.75,181.0,50.0
378,0,54.0,56.0,8.0,619943.4,181.0,54.0
379,0,61.0,52.0,34.0,619924.5,181.0,61.0
380,0,47.0,67.0,12.0,619922.9,181.0,47.0
381,0,59.0,52.0,7.0,619871.6,181.0,59.0
382,0,45.0,63.0,17.0,619840.6,181.0,45.0
383,0,60.0,81.0,16.0,619837.56,181.0,60.0
384,0,82.0,68.0,27.0,619833.7,181.0,82.0
385,0,74.0,79.0,21.0,619817.25,181.0,74.0
386,0,49.0,61.0,6.0,619785.1,181.0,49.0
387,0,64.0,52.0,6.0,619754.1,181.0,64.0
388,0,80.0,64.0,11.0,619743.75,181.0,80.0
389,0,58.0,49.0,27.0,619740.44,181.0,58.0
390,0,74.0,48.0,21.0,619735.7,181.0,74.0
391,0,53.0,55.0,30.0,619729.25,181.0,53.0
392,0,62.0,82.0,29.0,619728.3,181.0,62.0
393,0,72.0,55.0,5.0,619728.25,181.0,72.0
394,0,60.0,47.0,14.0,619693.94,181.0,60.0
395,0,74.0,72.0,10.0,619623.0,181.0,74.0
396,0,63.0,74.0,34.0,619620.0,181.0,63.0
397,0,77.0,66.0,28.0,619618.4,181.0,77.0
398,0,46.0,55.0,26.0,619617.6,181.0,46.0
399,0,49.0,76.0,23.0,619613.75,181.0,49.0
400,0,47.0,72.0,15.0,619574.6,181.0,47.0
401,0,52.0,77.0,11.0,619502.7,181.0,52.0
402,0,80.0,56.0,16.0,619474.0,181.0,80.0
403,0,78.0,72.0,6.0,619471.2,181.0,78.0
404,0,76.0,58.0,5.0,619469.94,181.0,76.0
405,0,56.0,68.0,6.0,619463.9,181.0,56.0
406,0,46.0,57.0,9.0,619451.9,181.0,46.0
407,0,53.0,47.0,26.0,619448.75,181.0,53.0
408,0,47.0,63.0,9.0,619447.75,181.0,47.0
409,0,66.0,48.0,9.0,619442.1,181.0,66.0
410,0,55.0,65.0,13.0,619426.7,181.0,55.0
411,0,55.0,50.0,29.0,619408.0,181.0,55.0
412,0,80.0,58.0,9.0,619377.0,181.0,80.0
413,0,74.0,71.0,6.0,619376.94,181.0,74.0
414,0,65.0,80.0,15.0,619370.56,181.0,65.0
415,0,71.0,86.0,22.0,619355.25,181.0,71.0
416,0,60.0,79.0,22.0,619323.56,181.0,60.0
417,0,62.0,73.0,37.0,619312.25,181.0,62.0
418,0,77.0,69.0,9.0,619311.0,181.0,77.0
419,0,46.0,67.0,24.0,619305.75,181.0,46.0
420,0,75.0,66.0,35.0,619300.4,181.0,75.0
421,0,81.0,75.0,27.0,619293.6,181.0,81.0
422,0,82.0,57.0,21.0,619196.25,181.0,82.0
423,0,73.0,56.0,37.0,619190.2,181.0,73.0
424,0,80.0,59.0,25.0,619189.56,181.0,80.0
425,0,61.0,46.0,26.0,619182.75,181.0,61.0
426,0,62.0,78.0,32.0,619160.4,181.0,62.0
427,0,44.0,70.0,26.0,619104.44,181.0,44.0
428,0,81.0,61.0,29.0,619055.75,181.0,81.0
429,0,69.0,67.0,33.0,619019.44,181.0,69.0
430,0,61.0,74.0,4.0,619010.56,181.0,61.0
431,0,59.0,79.0,30.0,619001.2,181.0,59.0
432,0,57.0,51.0,35.0,618996.56,181.0,57.0
433,0,53.0,73.0,5.0,618990.56,181.0,53.0
434,0,63.0,85.0,15.0,618971.8,181.0,63.0
435,0,45.0,55.0,15.0,618969.5,181.0,45.0
436,0,48.0,60.0,11.0,618960.25,181.0,48.0
437,0,46.0,71.0,21.0,618936.7,181.0,46.0
438,0,72.0,80.0,11.0,618928.0,181.0,72.0
439,0,58.0,55.0,4.0,618916.56,181.0,58.0
440,0,58.0,79.0,7.0,618914.9,181.0,58.0
441,0,50.0,79.0,16.0,618914.56,181.0,50.0
442,0,47.0,55.0,21.0,618914.0,181.0,47.0
443,0,56.0,82.0,27.0,618881.44,181.0,56.0
444,0,79.0,55.0,12.0,618875.0,181.0,79.0
445,0,73.0,53.0,19.0,618865.0,181.0,73.0
446,0,72.0,77.0,27.0,618857.5,181.0,72.0
447,0,49.0,55.0,32.0,618853.25,181.0,49.0
448,0,62.0,48.0,8.0,618836.56,181.0,62.0
449,0,81.0,71.0,24.0,618821.25,181.0,81.0
450,0,59.0,63.0,37.0,618820.0,181.0,59.0
451,0,78.0,77.0,17.0,618788.2,181.0,78.0
452,0,62.0,79.0,9.0,618737.8,181.0,62.0
453,0,82.0,76.0,21.0,618736.5,181.0,82.0
454,0,73.0,51.0,9.0,618730.5,181.0,73.0
455,0,65.0,84.0,24.0,618726.9,181.0,65.0
456,0,42.0,68.0,19.0,618725.44,181.0,42.0
457,0,75.0,49.0,18.0,618709.2,181.0,75.0
458,0,84.0,56.0,14.0,618699.06,181.0,84.0
459,0,73.0,78.0,31.0,618694.75,181.0,73.0
460,0,53.0,81.0,14.0,618630.5,181.0,53.0
461,0,72.0,47.0,13.0,618626.6,181.0,72.0
462,0,68.0,77.0,6.0,618619.44,181.0,68.0
463,0,52.0,49.0,32.0,618602.75,181.0,52.0
464,0,61.0,46.0,11.0,618579.25,181.0,61.0
465,0,47.0,66.0,19.0,618576.1,181.0,47.0
466,0,57.0,62.0,4.0,618537.4,181.0,57.0
467,0,49.0,80.0,22.0,618535.75,181.0,49.0
468,0,49.0,51.0,13.0,618529.3,181.0,49.0
469,0,48.0,52.0,16.0,618508.25,181.0,48.0
470,0,79.0,54.0,31.0,618473.8,181.0,79.0
471,0,62.0,79.0,5.0,618473.44,181.0,62.0
472,0,82.0,68.0,31.0,618468.8,181.0,82.0
473,0,45.0,60.0,28.0,618458.06,181.0,45.0
474,0,49.0,58.0,30.0,618454.1,181.0,49.0
475,0,67.0,45.0,30.0,618444.9,181.0,67.0
476,0,74.0,51.0,33.0,618438.06,181.0,74.0
477,0,51.0,55.0,6.0,618417.8,181.0,51.0
478,0,79.0,55.0,19.0,618409.4,181.0,79.0
479,0,80.0,53.0,26.0,618396.94,181.0,80.0
480,0,71.0,59.0,5.0,618391.9,181.0,71.0
481,0,59.0,60.0,29.0,618381.4,181.0,59.0
